0,car,2026-05-30 17:33:05.280795
1,car,2026-05-30 17:33:11.272728
3,car,2026-05-30 17:33:23.033122
8,car,2026-05-30 17:33:46.926994
9,truck,2026-05-30 17:33:55.388108
11,car,2026-05-30 17:34:09.591203
